Substance,EDGAR Country Code,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CO2,QAT,Qatar,0.595550593,0.64283495,0.60773167,0.631978717,0.656241942,0.655663867,0.682122281,0.642390692,0.610297084,0.639562167,0.619867565,0.609358085,0.634582239,0.64676345,0.583624862,0.574452805,0.510225888,0.487065822,0.448003499,0.409941705,0.387415568,0.386173264,0.38840973,0.402279673,0.405073147,0.400516165,0.395803613,0.405166804,0.394596562,0.413136734,0.385502908,0.391605227
CO2,REU,Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,ROU,Romania,0.604811691,0.565313998,0.555722262,0.51469556,0.483814537,0.477444658,0.472220244,0.455666772,0.407566591,0.347359508,0.357133129,0.363379007,0.340060149,0.345372262,0.30650084,0.289212158,0.282304256,0.256985129,0.231191533,0.199611016,0.201165548,0.212573968,0.203013602,0.178317096,0.171506148,0.16865904,0.157530257,0.152340034,0.147805122,0.139047312,0.131195721,0.133516277
CO2,RUS,Russia,0.753634168,0.782105357,0.845348899,0.843795086,0.866993353,0.882498716,0.893922346,0.822771541,0.870721125,0.842352665,0.78337567,0.748786979,0.710561021,0.688297218,0.641593684,0.603168594,0.569128068,0.525432285,0.49533117,0.505388391,0.506501156,0.509893574,0.485298606,0.462506437,0.454426676,0.464186283,0.456729725,0.456365072,0.462940898,0.470427063,0.461789077,0.476077164
CO2,RWA,Rwanda,0.085475199,0.105712012,0.088199871,0.086550687,0.171750646,0.132621007,0.121941576,0.10999394,0.105505207,0.104362054,0.0942689,0.08787896,0.08063903,0.07819032,0.0729486,0.067275295,0.062914457,0.058454944,0.052483733,0.051118422,0.05246576,0.049109943,0.048847334,0.049438328,0.046645916,0.046947196,0.047245666,0.047519324,0.046447128,0.046281418,0.04293029,0.040999758
CO2,SAU,Saudi Arabia,0.258169997,0.22997309,0.23736606,0.253223791,0.273419617,0.27093858,0.280372344,0.280544916,0.28974896,0.307193276,0.305841256,0.32191958,0.352874007,0.332945451,0.32709949,0.328194718,0.338073637,0.351062699,0.358269058,0.386312949,0.403302841,0.383354682,0.385196904,0.38054636,0.393120589,0.394042736,0.386721021,0.382263231,0.357406152,0.358522737,0.372360523,0.36787479
CO2,SCG,Serbia and Montenegro,0.833496985,0.789697238,0.744909724,0.627994809,0.564793102,0.793611294,0.873020665,0.796694622,0.768728727,0.603591478,0.683180853,0.690730453,0.69445124,0.709087595,0.70186995,0.615337314,0.607179243,0.556166171,0.473067654,0.454150759,0.463888433,0.485369568,0.435309557,0.428058891,0.366620133,0.415290274,0.41137224,0.397935452,0.374443828,0.360095655,0.368918146,0.232947399
CO2,SDN,Sudan and South Sudan,0.171937056,0.138049597,0.119976931,0.080445392,0.114096901,0.098674456,0.090192056,0.096766987,0.082546321,0.087108309,0.088059457,0.088186236,0.099510833,0.092990141,0.097254717,0.103917557,0.111771807,0.105744674,0.102797385,0.102442783,0.107787454,0.097670335,0.095965461,0.085897898,0.086954596,0.096486773,0.1044756,0.097051869,0.096645318,0.096304987,0.081206554,0.123934854
CO2,SEA,International Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,SEN,Senegal,0.12905283,0.126411446,0.137012966,0.13208913,0.134981408,0.135207133,0.142820182,0.152325278,0.161227521,0.167232848,0.158792939,0.171994704,0.178388918,0.163935661,0.178303975,0.189652247,0.181073645,0.194667793,0.19473755,0.193840626,0.198779258,0.21001977,0.198607381,0.205732729,0.207294613,0.214132947,0.22497555,0.202579896,0.197800732,0.206964935,0.200379299,0.203095972
CO2,SGP,Singapore,0.27841186,0.275160346,0.264622543,0.273588147,0.259451093,0.240242181,0.229705109,0.210765666,0.208577923,0.198913556,0.202258204,0.20610662,0.195433694,0.175581233,0.167660085,0.146358865,0.135029763,0.128293012,0.124703026,0.126969204,0.123722119,0.122330018,0.11441833,0.114515985,0.112786625,0.11218589,0.106223492,0.11010364,0.102296834,0.101388843,0.103840094,0.100615806
CO2,SHN,"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,SLB,Solomon Islands,0.222054978,0.211717291,0.189671871,0.178707547,0.17380303,0.151659457,0.152943044,0.163647195,0.167366281,0.163552956,0.279002213,0.323406236,0.343114811,0.332691707,0.323006451,0.314343711,0.299898727,0.290276031,0.29108611,0.301088405,0.286955127,0.283471213,0.275369211,0.26075901,0.240225977,0.211905617,0.187903671,0.177053194,0.177418046,0.177246779,0.186182701,0.193244563
CO2,SLE,Sierra Leone,0.122578931,0.151245158,0.120137577,0.115678152,0.122196534,0.143999226,0.155982672,0.167429494,0.171900111,0.179752774,0.101936558,0.134340972,0.109650428,0.106057128,0.100466225,0.089423237,0.106197991,0.091903858,0.084586653,0.082184002,0.085273749,0.091307209,0.088129404,0.083473126,0.085291279,0.090088347,0.086079629,0.083915273,0.079961877,0.071637129,0.072270075,0.074958537
CO2,SLV,El Salvador,0.094876208,0.11868491,0.124630601,0.127680406,0.141591811,0.147491954,0.130884418,0.154614013,0.157651683,0.153636875,0.150528304,0.155864616,0.155058175,0.165073443,0.170001831,0.169338863,0.173646007,0.178961324,0.159861342,0.158481863,0.153456591,0.154223053,0.15194579,0.145869213,0.144750889,0.147497011,0.147121127,0.129969871,0.135771436,0.151152852,0.142254631,0.142523791
CO2,SOM,Somalia,0.058656772,0.042561703,0.039547416,0.040541126,0.051260812,0.052657127,0.052146863,0.054949162,0.054632886,0.054353866,0.071685818,0.071486416,0.075197679,0.073592009,0.071829923,0.071079452,0.07099163,0.069754011,0.065757313,0.06454656,0.064502132,0.058038944,0.055371069,0.067077216,0.061262165,0.055873447,0.051235693,0.051181505,0.047436609,0.044423585,0.038210894,0.039372067
CO2,SPM,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,STP,São Tomé and Príncipe,0.193871335,0.256469816,0.216086843,0.234990122,0.28431385,0.289929218,0.293316548,0.278963873,0.233117557,0.253443634,0.215181062,0.164574761,0.1812138,0.191442482,0.212700766,0.215150973,0.207986299,0.206017259,0.203734745,0.215893579,0.220305633,0.200207492,0.200900251,0.191555087,0.176508171,0.179137547,0.176461184,0.177020876,0.168228368,0.18195228,0.160930588,0.169770381
CO2,SUR,Suriname,0.288527294,0.274308765,0.270715695,0.281378363,0.264735054,0.264162296,0.25781877,0.240268424,0.23421428,0.243939499,0.240956736,0.237517334,0.170014727,0.177018696,0.183820752,0.212928646,0.182547081,0.160279798,0.158816922,0.153312121,0.175559565,0.185405796,0.225644785,0.205186645,0.234422602,0.252370305,0.288310197,0.239850391,0.202080701,0.239935261,0.268548353,0.301345479
CO2,SVK,Slovakia,0.747631027,0.758533909,0.789897726,0.746600621,0.668324564,0.63322683,0.598965412,0.564636684,0.52911688,0.520566726,0.487031876,0.481910012,0.457618772,0.436290682,0.411916292,0.39082312,0.355009218,0.315438285,0.298818846,0.286734287,0.289882529,0.268099256,0.252662889,0.253315021,0.229937722,0.221637981,0.223636489,0.230515892,0.218317289,0.199977939,0.198818992,0.218453378
CO2,SVN,Slovenia,0.372259167,0.377840762,0.399444761,0.399594627,0.382475933,0.373554529,0.379763336,0.367917861,0.350091094,0.319185083,0.300418743,0.325839988,0.320278779,0.308680103,0.301571135,0.294513095,0.283615484,0.26464737,0.268577659,0.261313685,0.261855077,0.244200709,0.242305517,0.245344362,0.218722237,0.216027825,0.219466703,0.213812114,0.204480812,0.191955743,0.184520803,0.168264391
CO2,SWE,Sweden,0.198708879,0.202435934,0.213952913,0.217611393,0.217430681,0.208470795,0.223107032,0.198268164,0.193396986,0.181745316,0.16327014,0.161263295,0.161715495,0.160213567,0.149680194,0.137638807,0.132622218,0.123111498,0.121586864,0.116593101,0.123669411,0.110839622,0.106426233,0.101409106,0.095847636,0.09249398,0.089797576,0.086793889,0.080664675,0.077705706,0.073908523,0.070438711
CO2,SWZ,Eswatini,0.326354682,0.331148564,0.297028064,0.239792964,0.385811162,0.357626082,0.336175302,0.380996509,0.472922236,0.472434537,0.506260525,0.50977564,0.489552802,0.450655542,0.42399912,0.443806266,0.440785623,0.465678899,0.461206097,0.436828736,0.373820054,0.240243969,0.185266448,0.125497203,0.120227253,0.123970791,0.132157356,0.140443957,0.159214385,0.159987287,0.148429892,0.144020415
CO2,SYC,Seychelles,0.309662267,0.409307936,0.333152355,0.315150479,0.317529977,0.341180922,0.334689617,0.325461228,0.30584711,0.308226568,0.546555401,0.601715909,0.525294801,0.559522806,0.814629042,0.680635377,0.669901151,0.498892638,0.54143547,0.600871739,0.514773537,0.37466587,0.41630135,0.353435273,0.388124406,0.385837339,0.397947417,0.410305785,0.350525236,0.345819762,0.380907461,0.38837344
CO2,SYR,Syria,2.045809065,1.955660544,1.675250236,1.567587162,1.530078327,1.478060427,1.516364546,1.502669408,1.496756845,1.494671438,1.449832047,1.373247643,1.271888246,1.277615784,1.214245581,1.358212309,1.32628256,1.286003928,1.241643395,1.090033793,1.053596638,1.136208015,0.906719586,0.548234855,0.466578989,0.526292384,0.638658353,0.742754779,0.694047001,0.630644245,0.526865847,0.548271035
CO2,TCA,Turks and Caicos Islands,0.075209021,0.072318139,0.069264933,0.057973462,0.050473916,0.045301639,0.041660847,0.036822288,0.064287491,0.066425759,0.209911112,0.203083484,0.306352707,0.510208358,0.449156829,0.415147122,0.390134929,0.3945399,0.370588421,0.48291602,0.497634684,0.527396003,0.551226318,0.5159271,0.519260064,0.45356943,0.439479762,0.248115722,0.250216736,0.241760889,0.272881386,0.297531336
CO2,TCD,Chad,0.048510923,0.051989093,0.043027342,0.027120673,0.027333926,0.027930284,0.028417654,0.028350796,0.027351544,0.028149833,0.038316248,0.033754282,0.032845312,0.04105792,0.034282155,0.03095241,0.03180988,0.034923012,0.029273367,0.028792498,0.026480312,0.032901343,0.052832971,0.054280331,0.053870179,0.059635086,0.06466477,0.089311305,0.090757887,0.088481525,0.082299366,0.090414543
CO2,TGO,Togo,0.113490953,0.105927018,0.084668018,0.077351346,0.120907353,0.110702555,0.155086366,0.10242116,0.128740823,0.162221171,0.151262507,0.135327067,0.138537088,0.155348599,0.150486943,0.150479252,0.136777944,0.137793384,0.172296836,0.27726193,0.243361007,0.209978555,0.188214369,0.152582875,0.131422876,0.110843569,0.141999519,0.118375334,0.125105808,0.123538534,0.121560691,0.122827169
CO2,THA,Thailand,0.234009954,0.237867201,0.241033783,0.252233576,0.261415153,0.273890452,0.291486702,0.305742709,0.292355614,0.292526773,0.28271348,0.286806197,0.287156378,0.278624623,0.285586962,0.284047554,0.274838965,0.266273644,0.263115232,0.257183374,0.25372958,0.251871073,0.252089321,0.25580058,0.250260003,0.249309713,0.237599895,0.226677954,0.215171343,0.219220395,0.22075693,0.220391601
CO2,TJK,Tajikistan,0.567522328,0.582913627,0.603425198,0.489069721,0.386029638,0.37604275,0.400881117,0.433865736,0.445169776,0.404028117,0.347840762,0.312214321,0.283601397,0.261218163,0.281117431,0.251168808,0.256241175,0.274859727,0.238909936,0.184273107,0.174172367,0.16298488,0.172629732,0.165201503,0.203602305,0.205137684,0.237307406,0.262065304,0.283987913,0.290123878,0.264268017,0.266069462
CO2,TKM,Turkmenistan,1.718630212,1.52893458,1.325872038,1.241884633,1.894114695,2.067955259,1.764776059,1.979147809,1.922604749,1.949921304,1.886102202,1.852034648,1.979978587,2.136189091,2.168460228,1.980425961,1.850532262,1.842323328,1.636721849,1.360372375,1.40580975,1.3291559,1.27227104,1.176386342,1.081294983,1.049673219,0.98823407,0.925208124,0.869137457,0.817864228,0.777357024,0.853596756
CO2,TLS,Timor-Leste,0.001280388,0.00119668,0.001126678,0.001059171,0.000985026,0.000902087,0.00079809,0.000737066,0.022801177,0.089254881,0.110919353,0.051956161,0.047397731,0.123595297,0.236362858,0.152518326,0.154503448,0.124239102,0.113408146,0.116937366,0.102557167,0.108706652,0.175564737,0.200475262,0.184746589,0.167919237,0.15053712,0.157325469,0.154527603,0.121591394,0.108358126,0.104843814
CO2,TON,Tonga,0.245447038,0.238065424,0.229311296,0.216308748,0.293658628,0.238354619,0.270138269,0.296734226,0.3049896,0.285413198,0.220816479,0.196584956,0.203642608,0.237603336,0.218080304,0.232466759,0.254844245,0.204181611,0.220972026,0.262281684,0.237894158,0.216029528,0.20922427,0.198953056,0.210081694,0.212561292,0.204862116,0.235909066,0.205170239,0.243295335,0.242962103,0.253723457
CO2,TTO,Trinidad and Tobago,0.993966793,0.981772412,0.918126751,0.877136891,0.914747703,0.873700668,0.89062941,0.848396086,0.889598767,0.855986308,0.843216874,0.920676156,0.920668105,0.923540339,0.919235916,1.040337714,1.014185903,0.983620631,0.929536664,0.941652852,1.000955913,1.013350446,0.918540885,0.879565499,0.883779615,0.859632235,0.82258226,0.857421454,0.842768733,0.870566953,0.838259689,0.844780167
CO2,TUN,Tunisia,0.308690133,0.306067626,0.301822055,0.306918686,0.299689521,0.299322079,0.287961179,0.281888286,0.280745931,0.278093331,0.279176391,0.279919745,0.273048074,0.258102718,0.25681536,0.255070222,0.25043244,0.242683306,0.238010739,0.23065913,0.245626234,0.238240357,0.245764571,0.239450752,0.246130382,0.247617538,0.237177831,0.23434876,0.228295268,0.22525599,0.226377991,0.252326501
CO2,TUR,Turkey,0.220891611,0.223004416,0.221739948,0.212969421,0.22206782,0.223896432,0.22713464,0.221831233,0.218202008,0.223814973,0.232252253,0.224566705,0.221245921,0.220539625,0.206511771,0.197478262,0.205674362,0.214914398,0.212512593,0.224963414,0.214711674,0.205720228,0.202898515,0.181804953,0.184481296,0.179992487,0.185525311,0.192064444,0.185220408,0.177242652,0.173932976,0.169211871
CO2,TWN,Taiwan,0.38866008,0.386152215,0.378253429,0.378464191,0.372377343,0.369666514,0.366163272,0.371022499,0.37503121,0.365474084,0.374744621,0.391142213,0.382084323,0.383235959,0.373883558,0.365500634,0.355388875,0.339516543,0.322082968,0.311667622,0.300062116,0.295130636,0.284085849,0.283650302,0.277743532,0.273912711,0.274461962,0.271250346,0.261734437,0.246509273,0.23245978,0.241102317
CO2,TZA,Tanzania,0.061950025,0.064307519,0.059310282,0.061516632,0.060033193,0.0793314,0.089392011,0.081046041,0.068190937,0.060829257,0.067688245,0.067542858,0.071865965,0.071255213,0.08884795,0.09291568,0.091628159,0.083490647,0.081151032,0.074619816,0.08206251,0.089363442,0.102818562,0.105583307,0.097279055,0.100203609,0.091510964,0.090416951,0.087185919,0.089983148,0.081855608,0.084152438
CO2,UGA,Uganda,0.044730133,0.054097333,0.048791472,0.045649691,0.043960629,0.040831788,0.04093054,0.040985286,0.046326714,0.044407083,0.054021382,0.053564872,0.051216048,0.050814587,0.050669645,0.058271659,0.061161826,0.06737495,0.064115546,0.064386618,0.07025293,0.064565576,0.0602497,0.061215589,0.067239964,0.065588749,0.065865257,0.071502351,0.070453674,0.073739488,0.06499614,0.066268175
CO2,UKR,Ukraine,0.919066223,0.948485829,0.92416182,0.939889479,1.00879378,1.132507821,1.073557847,1.063920581,1.035209881,1.03551486,0.969085391,0.888770687,0.845320081,0.841571283,0.705970703,0.66240235,0.617277301,0.582826282,0.546749434,0.534208995,0.550582352,0.551305952,0.536800939,0.519759613,0.495632649,0.458902991,0.448385636,0.394231831,0.407154023,0.370856679,0.366273057,0.346270942
CO2,URY,Uruguay,0.114460122,0.125097326,0.127312175,0.11774843,0.103046249,0.114264829,0.126086334,0.118167164,0.117509555,0.1402065,0.115150845,0.108280067,0.107712049,0.106594235,0.1269123,0.113953663,0.127719049,0.111416962,0.136702346,0.130005879,0.098995122,0.113257096,0.124369236,0.102065134,0.086706214,0.088597472,0.085581861,0.078692494,0.084067261,0.083736008,0.084010107,0.086917843
CO2,USA,United States,0.501857387,0.498284105,0.489074859,0.487003478,0.475641766,0.467753505,0.46315825,0.465626686,0.4491452,0.429435124,0.424162635,0.416833728,0.398458398,0.392161427,0.382903807,0.370627331,0.35421712,0.352505363,0.34089748,0.32435885,0.330450566,0.312702006,0.293263422,0.295541288,0.289967049,0.276436176,0.266510811,0.256967614,0.257703526,0.244359494,0.225358619,0.227021566
CO2,UZB,Uzbekistan,1.688381715,1.702041261,1.789405998,1.829371604,1.842602588,1.682853773,1.676836094,1.622902489,1.764559692,1.705474432,1.738509678,1.684637162,1.67072034,1.509238322,1.44017334,1.27878092,1.273169037,1.129760923,1.083884382,0.910754212,0.921666858,0.8748896,0.725417365,0.667225321,0.585184451,0.518984253,0.519726787,0.517348383,0.504720383,0.497525875,0.485879848,0.465276175
CO2,VCT,Saint Vincent and the Grenadines,0.105445928,0.104849925,0.124722214,0.093124746,0.16646428,0.165030657,0.147628541,0.158561039,0.176095685,0.182402023,0.177299915,0.19943077,0.227557723,0.332404818,0.328751336,0.317375,0.305567945,0.300323739,0.295761006,0.376723328,0.338858534,0.367874793,0.424758727,0.352502447,0.377676138,0.354396372,0.345748921,0.213776734,0.198860227,0.169945024,0.148458881,0.163957062
CO2,VEN,Venezuela,0.335159978,0.301349973,0.290910845,0.308822685,0.317175248,0.330630488,0.353733374,0.347495762,0.351070654,0.362590227,0.36595386,0.367358339,0.416501093,0.436873416,0.386838782,0.365284986,0.330262171,0.298322349,0.299177501,0.311428532,0.338146911,0.31745971,0.339497658,0.333539774,0.344079521,0.313705525,0.293642463,0.266883953,0.247264161,0.212317128,0.178720644,0.186778356
CO2,VGB,British Virgin Islands,0.242125333,0.171243969,0.167788912,0.124140045,0.084401101,0.067727451,0.081896021,0.060677719,0.089991002,0.097572316,0.131726548,0.108815288,0.132005675,0.2812523,0.351076224,0.286300629,0.26411223,0.313580678,0.33814082,0.367384114,0.444232211,0.386713849,0.53057664,0.409894007,0.399146498,0.400563284,0.398968847,0.178852724,0.229381103,0.176465119,0.155868933,0.167547828
CO2,VNM,Vietnam,0.146098296,0.138844826,0.13380615,0.145125833,0.156784848,0.164568954,0.169444736,0.180798708,0.191224235,0.187056329,0.193828848,0.200542951,0.222007186,0.220610983,0.24282412,0.246730911,0.236886336,0.24446506,0.255684023,0.270521475,0.283670301,0.267184705,0.252441916,0.250818033,0.258792988,0.296527168,0.284676912,0.27173156,0.309954712,0.341159591,0.319997633,0.311336835
CO2,VUT,Vanuatu,0.24312935,0.214513973,0.109583838,0.106653765,0.102771176,0.097812946,0.097941272,0.09890904,0.101227467,0.098135274,0.164693593,0.192638628,0.197021712,0.218805319,0.16567821,0.158121352,0.131263802,0.193046476,0.18799992,0.216978363,0.217874619,0.249425045,0.201892666,0.194076857,0.212723317,0.193126074,0.185724027,0.192494086,0.238925847,0.229011537,0.243338641,0.25091176
CO2,WSM,Samoa,0.193260227,0.199792833,0.179813012,0.189869332,0.204912025,0.184156232,0.176083715,0.185551515,0.18809928,0.178690779,0.258930356,0.253347113,0.243799227,0.237950474,0.228079474,0.217755645,0.213396376,0.216383222,0.224258758,0.243867491,0.238771238,0.237861364,0.246387377,0.242739506,0.243355325,0.268127573,0.258082108,0.251242356,0.247255204,0.264577569,0.273010631,0.307974958
CO2,YEM,Yemen,0.165609226,0.195157249,0.194464988,0.169029152,0.182827991,0.192597775,0.18842956,0.19268295,0.19360423,0.210269112,0.211577272,0.216941167,0.209293939,0.234406282,0.235879425,0.240743235,0.243173285,0.24949592,0.249924043,0.263402069,0.233086484,0.233154219,0.214512923,0.272799333,0.260993404,0.129725129,0.100123079,0.09447037,0.089784283,0.10324601,0.094312309,0.097881421
CO2,ZAF,South Africa,0.756907068,0.74489821,0.744869186,0.740272003,0.733755612,0.74996008,0.744051825,0.757512209,0.767120501,0.713924704,0.698558996,0.699394394,0.699760207,0.722587172,0.745523729,0.725841615,0.694231116,0.687109512,0.706548733,0.67233072,0.663325204,0.616570753,0.623981912,0.62427503,0.630074502,0.591291862,0.587216099,0.593277208,0.582578304,0.586078023,0.569514651,0.552615292
CO2,ZMB,Zambia,0.171359639,0.178278546,0.180053814,0.150191143,0.140581162,0.135329781,0.107216204,0.133933735,0.122955386,0.096481061,0.094383953,0.090418613,0.090789778,0.091492915,0.088050524,0.087810358,0.078886567,0.066791399,0.066503713,0.068181828,0.067658006,0.071969886,0.090119415,0.089875295,0.094024306,0.097190664,0.101910264,0.123706534,0.135314537,0.114296146,0.109831443,0.112333278
CO2,ZWE,Zimbabwe,0.395967855,0.413122898,0.456798312,0.414472238,0.357301936,0.349903306,0.305460095,0.279277491,0.275335413,0.312678864,0.280710227,0.280085692,0.278398922,0.274463704,0.276982784,0.323779844,0.311414307,0.317697721,0.298518428,0.267347076,0.278921109,0.288085341,0.25849535,0.259519152,0.251318089,0.251386688,0.219208122,0.195057243,0.22474391,0.227377872,0.229595674,0.233016281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,EU27,EU27,0.315017158,0.30819936,0.294691573,0.290932623,0.282436851,0.279205625,0.28093425,0.268950437,0.260507517,0.248886809,0.240833882,0.239128336,0.235414885,0.238957016,0.232853423,0.226757826,0.219728877,0.210515324,0.203880595,0.196543307,0.198755591,0.189816944,0.18736313,0.182809789,0.17177874,0.170987997,0.167943847,0.164366268,0.157468602,0.147167082,0.139526444,0.14102733
CO2,GLOBAL TOTAL,GLOBAL TOTAL,0.437919099,0.435514575,0.427754882,0.423021941,0.415688792,0.414710209,0.407294934,0.399398327,0.392178861,0.381919209,0.376949436,0.373028863,0.368653748,0.372489516,0.370685163,0.367393334,0.36131271,0.356581165,0.349036589,0.34718459,0.35069437,0.348276667,0.341893904,0.335704903,0.326859733,0.31545313,0.306403118,0.300401432,0.296722404,0.289453954,0.282739601,0.281479539